rank,RegionName,City,StateName,Metro,predicted_12m_appreciation
5911,60101,Addison,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.056414355
5912,23970,South Hill,VA,,0.056414183
5913,82210,Chugwater,WY,,0.056413967
5914,52746,Donahue,IA,"Davenport-Moline-Rock Island, IA-IL",0.05641309
5915,52202,Alburnett,IA,"Cedar Rapids, IA",0.05641039
5916,82435,Powell,WY,,0.056406725
5917,52002,Dubuque,IA,"Dubuque, IA",0.056400895
5918,13063,Fabius,NY,"Syracuse, NY",0.05640022
5919,17043,Lemoyne,PA,"Harrisburg-Carlisle, PA",0.056395274
5920,22940,Free Union,VA,"Charlottesville, VA",0.05639381
5921,37820,New Market,TN,"Morristown, TN",0.056388848
5922,14555,Sodus Point,NY,"Rochester, NY",0.05638474
5923,2702,Freetown,MA,"Providence-Warwick, RI-MA",0.05636715
5924,51450,Lake View,IA,,0.056366246
5925,21635,Galena,MD,,0.056366187
5926,40361,Paris,KY,"Lexington-Fayette, KY",0.05635927
5927,24273,Norton,VA,"Big Stone Gap, VA",0.05634977
5928,19124,Philadelphia,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.056346282
5929,89102,Las Vegas,NV,"Las Vegas-Henderson-Paradise, NV",0.05634574
5930,69153,Ogallala,NE,,0.056344997
5931,60517,Woodridge,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.05634418
5932,52146,Harpers Ferry,IA,,0.05634273
5933,78586,San Benito,TX,"Brownsville-Harlingen, TX",0.05633619
5934,60136,Gilberts,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.05633591
5935,68517,Lincoln,NE,"Lincoln, NE",0.05632957
5936,56316,Brooten,MN,"St. Cloud, MN",0.05632874
5937,70807,Baton Rouge,LA,"Baton Rouge, LA",0.056326613
5938,22641,Strasburg,VA,,0.05632323
5939,18456,Prompton,PA,,0.05632261
5940,24966,Williamsburg,WV,,0.056322355
5941,10964,Palisades,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.056321118
5942,44306,Akron,OH,"Akron, OH",0.05632099
5943,8045,Lawnside,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.05632046
5944,12469,Preston Hollow,NY,"Albany-Schenectady-Troy, NY",0.056319665
5945,63383,Warrenton,MO,"St. Louis, MO-IL",0.056316987
5946,12590,Wappingers Falls,NY,"Poughkeepsie-Newburgh-Middletown, NY",0.056311093
5947,48381,Milford,MI,"Detroit-Warren-Dearborn, MI",0.056306083
5948,50644,Independence,IA,,0.05630587
5949,68901,Hastings,NE,"Hastings, NE",0.05630558
5950,4450,Kenduskeag,ME,"Bangor, ME",0.05630332
5951,44413,East Palestine,OH,"Salem, OH",0.05629438
5952,61832,Danville,IL,"Danville, IL",0.056293886
5953,1368,Royalston,MA,"Worcester, MA-CT",0.056293376
5954,44903,Mansfield,OH,"Mansfield, OH",0.0562909
5955,82401,Worland,WY,,0.056286328
5956,15085,Trafford,PA,"Pittsburgh, PA",0.056283884
5957,7203,Roselle,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.05628333
5958,11772,Patchogue,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.0562826
5959,67645,,KS,,0.056275725
5960,31063,Montezuma,GA,,0.056271758
5961,55389,Watkins,MN,"St. Cloud, MN",0.056268662
5962,1109,Springfield,MA,"Springfield, MA",0.056268346
5963,40701,Corbin,KY,"London, KY",0.056268077
5964,41543,Stone,KY,,0.056257516
5965,38257,South Fulton,TN,"Union City, TN",0.056255728
5966,42503,Somerset,KY,"Somerset, KY",0.05625514
5967,64746,,MO,"Kansas City, MO-KS",0.056254897
5968,49267,Ottawa Lake,MI,"Monroe, MI",0.056251433
5969,52749,Fruitland,IA,"Muscatine, IA",0.05625141
5970,69131,Dalton,NE,,0.056250915
5971,89134,Las Vegas,NV,"Las Vegas-Henderson-Paradise, NV",0.056240816
5972,37061,Erin,TN,,0.056238603
5973,44255,Mantua,OH,"Akron, OH",0.056235995
5974,27024,Lowgap,NC,"Mount Airy, NC",0.056235444
5975,49333,Middleville,MI,,0.056234967
5976,7059,Warren Township,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.05623357
5977,13069,Fulton,NY,"Syracuse, NY",0.05623296
5978,49285,Stockbridge,MI,"Lansing-East Lansing, MI",0.05623191
5979,53716,Madison,WI,"Madison, WI",0.0562298
5980,35618,Courtland,AL,"Decatur, AL",0.05622387
5981,4363,Windsor,ME,"Augusta-Waterville, ME",0.056223482
5982,43019,Fredericktown,OH,"Mount Vernon, OH",0.056222904
5983,16912,Blossburg,PA,,0.056222472
5984,14218,Buffalo,NY,"Buffalo-Cheektowaga, NY",0.05622221
5985,56387,Waite Park,MN,"St. Cloud, MN",0.05621605
5986,46787,South Whitley,IN,"Fort Wayne, IN",0.056212313
5987,59730,Gallatin Gateway,MT,"Bozeman, MT",0.056208484
5988,14591,Wyoming,NY,"Batavia, NY",0.056199957
5989,23701,Portsmouth,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",0.056199092
5990,44410,Cortland,OH,"Youngstown-Warren-Boardman, OH-PA",0.056196224
5991,12531,Holmes,NY,"Poughkeepsie-Newburgh-Middletown, NY",0.05619208
5992,73038,Fort Cobb,OK,,0.056182463
5993,48144,Lambertville,MI,"Monroe, MI",0.056181442
5994,67210,,KS,"Wichita, KS",0.056181304
5995,72843,Hector,AR,"Russellville, AR",0.056178007
5996,38001,Alamo,TN,"Jackson, TN",0.056177963
5997,49733,Frederic,MI,,0.056174595
5998,13039,Cicero,NY,"Syracuse, NY",0.056174334
5999,58801,Williston,ND,"Williston, ND",0.05616625
6000,56187,Worthington,MN,"Worthington, MN",0.05615971
6001,68723,Carroll,NE,,0.056153554
6002,56024,Eagle Lake,MN,"Mankato, MN",0.05615108
6003,70031,Ama,LA,"New Orleans-Metairie, LA",0.056150675
6004,17073,Newmanstown,PA,"Lebanon, PA",0.05614219
6005,1844,Methuen,MA,"Boston-Cambridge-Newton, MA-NH",0.056141485
6006,44826,Collins,OH,"Norwalk, OH",0.056140497
6007,47264,Brownstown,IN,"Seymour, IN",0.05614041
6008,53952,Oxford,WI,,0.056138244
6009,83234,Downey,ID,"Pocatello, ID",0.056137517
6010,72631,Eureka Springs,AR,,0.05613718
6011,63546,,MO,"Kirksville, MO",0.05613666
6012,72758,Rogers,AR,"Fayetteville-Springdale-Rogers, AR",0.05613121
6013,45154,Mount Orab,OH,"Cincinnati, OH-KY-IN",0.05612321
6014,74883,,OK,,0.056122907
6015,21758,Knoxville,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.056121353
6016,8609,Trenton,NJ,"Trenton-Princeton, NJ",0.056115355
6017,22952,Lyndhurst,VA,"Staunton, VA",0.05611233
6018,24179,Vinton,VA,"Roanoke, VA",0.056110732
6019,54155,Hobart,WI,"Green Bay, WI",0.056108013
6020,99159,Odessa,WA,"Othello, WA",0.05610386
6021,16938,Morris,PA,"Williamsport, PA",0.056101967
6022,20685,Saint Leonard,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.056098685
6023,2874,North Kingstown,RI,"Providence-Warwick, RI-MA",0.056097526
6024,68817,Ashton,NE,"Grand Island, NE",0.05609402
6025,1522,Holden,MA,"Worcester, MA-CT",0.05609336
6026,61744,Gridley,IL,"Bloomington, IL",0.05609336
6027,44609,Sebring,OH,"Youngstown-Warren-Boardman, OH-PA",0.056087896
6028,13667,Norfolk,NY,"Ogdensburg-Massena, NY",0.05608745
6029,52747,Durant,IA,"Muscatine, IA",0.056086794
6030,11105,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.056084163
6031,53538,Fort Atkinson,WI,"Watertown-Fort Atkinson, WI",0.05608347
6032,21757,Keymar,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.056082826
6033,63037,Gerald,MO,"St. Louis, MO-IL",0.056080263
6034,17026,Fredericksburg,PA,"Lebanon, PA",0.056068435
6035,62966,Murphysboro,IL,"Carbondale-Marion, IL",0.056068227
6036,98271,Marysville,WA,"Seattle-Tacoma-Bellevue, WA",0.05606742
6037,74937,Heavener,OK,,0.056067348
6038,17747,Loganton,PA,"Lock Haven, PA",0.05606234
6039,22207,Arlington,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.05605917
6040,74454,Porter,OK,"Tulsa, OK",0.056046505
6041,38114,Memphis,TN,"Memphis, TN-MS-AR",0.056045182
6042,64439,Dearborn,MO,"Kansas City, MO-KS",0.056044992
6043,12733,Fallsburg,NY,,0.05604204
6044,41040,Falmouth,KY,"Cincinnati, OH-KY-IN",0.056036554
6045,23321,Chesapeake,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",0.05603375
6046,44272,Rootstown,OH,"Akron, OH",0.0560291
6047,1301,Greenfield,MA,"Springfield, MA",0.056026984
6048,55718,Carlton,MN,"Duluth, MN-WI",0.056026112
6049,53597,Waunakee,WI,"Madison, WI",0.056021724
6050,49637,Grawn,MI,"Traverse City, MI",0.056019317
6051,14145,Strykersville,NY,,0.05601849
6052,93618,Dinuba,CA,"Visalia, CA",0.05601801
6053,39439,Heidelberg,MS,"Laurel, MS",0.056017634
6054,92887,Yorba Linda,CA,"Los Angeles-Long Beach-Anaheim, CA",0.056017615
6055,47223,Butlerville,IN,"North Vernon, IN",0.056011412
6056,59825,Clinton,MT,"Missoula, MT",0.05600858
6057,60545,Plano,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.05600737
6058,22003,Annandale,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.05600376
6059,60623,Chicago,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.056001905
6060,3748,Enfield,NH,"Lebanon, NH-VT",0.055993777
6061,12159,Slingerlands,NY,"Albany-Schenectady-Troy, NY",0.055988558
6062,18426,Greentown,PA,"New York-Newark-Jersey City, NY-NJ-PA",0.055980254
6063,21655,Preston,MD,,0.05597804
6064,50050,Churdan,IA,,0.055966605
6065,68008,Blair,NE,"Omaha-Council Bluffs, NE-IA",0.055965833
6066,61537,Henry,IL,"Peoria, IL",0.05596081
6067,27973,Shawboro,NC,"Virginia Beach-Norfolk-Newport News, VA-NC",0.055956334
6068,38953,Scobey,MS,,0.055950586
6069,50261,Van Meter,IA,"Des Moines-West Des Moines, IA",0.05594951
6070,43451,Portage,OH,"Toledo, OH",0.055947024
6071,7024,Fort Lee,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.055945348
6072,3281,Weare,NH,"Manchester-Nashua, NH",0.055943556
6073,16407,Corry,PA,"Erie, PA",0.055932138
6074,26731,Maysville,WV,,0.05593199
6075,98290,Snohomish,WA,"Seattle-Tacoma-Bellevue, WA",0.055921342
6076,43557,Stryker,OH,,0.055918608
6077,24018,Roanoke,VA,"Roanoke, VA",0.0559176
6078,45322,Englewood,OH,"Dayton-Kettering, OH",0.055916645
6079,4422,Charleston,ME,"Bangor, ME",0.05591455
6080,53207,Milwaukee,WI,"Milwaukee-Waukesha, WI",0.055913
6081,58421,Carrington,ND,,0.05591237
6082,28642,Jonesville,NC,"Winston-Salem, NC",0.055911094
6083,12859,Porter Corners,NY,"Albany-Schenectady-Troy, NY",0.055909593
6084,97886,Weston,OR,"Hermiston-Pendleton, OR",0.05590822
6085,10562,Ossining,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.055905525
6086,13437,Redfield,NY,"Syracuse, NY",0.055896726
6087,50276,Woodward,IA,"Des Moines-West Des Moines, IA",0.055896297
6088,81416,Delta,CO,"Montrose, CO",0.055892106
6089,50313,Des Moines,IA,"Des Moines-West Des Moines, IA",0.055888765
6090,4061,Waterboro,ME,"Portland-South Portland, ME",0.055885155
6091,28702,,NC,,0.05588506
6092,53803,Benton,WI,,0.055880852
6093,62693,Williamsville,IL,"Springfield, IL",0.055880398
6094,92675,San Juan Capistrano,CA,"Los Angeles-Long Beach-Anaheim, CA",0.05587618
6095,74851,McLoud,OK,"Shawnee, OK",0.05587605
6096,38232,,TN,"Union City, TN",0.05587169
6097,73002,,OK,"Oklahoma City, OK",0.05587004
6098,22847,Quicksburg,VA,,0.055867173
6099,45619,Chesapeake,OH,"Huntington-Ashland, WV-KY-OH",0.055863764
6100,1568,Upton,MA,"Worcester, MA-CT",0.055856857
6101,12063,East Schodack,NY,"Albany-Schenectady-Troy, NY",0.055853352
6102,13029,Brewerton,NY,"Syracuse, NY",0.055853084
6103,54420,Chili,WI,,0.055847757
6104,82054,Carpenter,WY,"Cheyenne, WY",0.05584749
6105,53528,Cross Plains,WI,"Madison, WI",0.055842504
6106,65601,,MO,"Springfield, MO",0.055841893
6107,22936,Earlysville,VA,"Charlottesville, VA",0.05583873
6108,45207,Cincinnati,OH,"Cincinnati, OH-KY-IN",0.055835817
6109,48621,Fairview,MI,,0.055832703
6110,42301,Owensboro,KY,"Owensboro, KY",0.0558306
6111,73860,,OK,,0.05582995
6112,93647,Orosi,CA,"Visalia, CA",0.055828445
6113,89120,Las Vegas,NV,"Las Vegas-Henderson-Paradise, NV",0.055826925
6114,62012,Brighton,IL,"St. Louis, MO-IL",0.055826686
6115,25503,Ashton,WV,"Point Pleasant, WV-OH",0.055819616
6116,74467,Wagoner,OK,"Tulsa, OK",0.05581468
6117,66533,Rossville,KS,"Topeka, KS",0.055814292
6118,49033,,MI,"Battle Creek, MI",0.05581206
6119,51448,Kiron,IA,,0.055807877
6120,46226,Indianapolis,IN,"Indianapolis-Carmel-Anderson, IN",0.055802215
6121,14069,Glenwood,NY,"Buffalo-Cheektowaga, NY",0.05580114
6122,30633,,GA,"Athens-Clarke County, GA",0.055789415
6123,48003,Almont,MI,"Detroit-Warren-Dearborn, MI",0.055784103
6124,47470,Bedford,IN,"Bedford, IN",0.05578098
6125,74066,Sapulpa,OK,"Tulsa, OK",0.055777825
6126,61938,Mattoon,IL,"Charleston-Mattoon, IL",0.05577724
6127,51055,Sloan,IA,"Sioux City, IA-NE-SD",0.055776864
6128,7828,Budd Lake,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.05577666
6129,49507,Grand Rapids,MI,"Grand Rapids-Kentwood, MI",0.055774532
6130,23704,Portsmouth,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",0.055766195
6131,30740,Rocky Face,GA,"Dalton, GA",0.0557652
6132,67753,,KS,,0.055765003
6133,22728,Midland,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.055748045
6134,38482,Santa Fe,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",0.055745814
6135,51652,Sidney,IA,,0.055743527
6136,55060,Owatonna,MN,"Owatonna, MN",0.055742636
6137,92655,,CA,"Los Angeles-Long Beach-Anaheim, CA",0.05573766
6138,61814,Bismarck,IL,"Danville, IL",0.0557307
6139,46056,Markleville,IN,"Indianapolis-Carmel-Anderson, IN",0.05572531
6140,52069,Preston,IA,"Clinton, IA",0.05572176
6141,23451,Virginia Beach,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",0.055715375
6142,48897,Woodland,MI,,0.055711854
6143,21782,Sharpsburg,MD,"Hagerstown-Martinsburg, MD-WV",0.055708636
6144,71958,Murfreesboro,AR,,0.055708516
6145,16823,Bellefonte,PA,"State College, PA",0.055700667
6146,12785,Wurtsboro,NY,"Poughkeepsie-Newburgh-Middletown, NY",0.05569905
6147,1007,Belchertown,MA,"Springfield, MA",0.055691175
6148,48370,Leonard,MI,"Detroit-Warren-Dearborn, MI",0.055684824
6149,60002,Antioch,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.055682264
6150,18706,Wilkes-Barre,PA,"Scranton--Wilkes-Barre, PA",0.055682223
6151,44203,Barberton,OH,"Akron, OH",0.055680774
6152,93215,Delano,CA,"Bakersfield, CA",0.05567839
6153,40104,Battletown,KY,"Elizabethtown-Fort Knox, KY",0.055675346
6154,17512,Columbia,PA,"Lancaster, PA",0.05567525
6155,52068,Peosta,IA,"Dubuque, IA",0.055664044
6156,51338,Everly,IA,"Spencer, IA",0.055663563
6157,53968,,WI,"Baraboo, WI",0.055663552
6158,13796,Laurens,NY,"Oneonta, NY",0.05566332
6159,93280,Wasco,CA,"Bakersfield, CA",0.055661965
6160,86018,Parks,AZ,"Flagstaff, AZ",0.05565832
6161,2917,Smithfield,RI,"Providence-Warwick, RI-MA",0.055654194
6162,42368,,KY,"Owensboro, KY",0.055654187
6163,57071,Volga,SD,"Brookings, SD",0.055650417
6164,22603,Winchester,VA,"Winchester, VA-WV",0.055649597
6165,15082,McDonald,PA,"Pittsburgh, PA",0.05564869
6166,63131,Des Peres,MO,"St. Louis, MO-IL",0.05564607
6167,21771,Mount Airy,MD,"Baltimore-Columbia-Towson, MD",0.055636756
6168,81639,Hayden,CO,"Steamboat Springs, CO",0.055636548
6169,73766,,OK,,0.055634595
6170,48179,South Rockwood,MI,"Monroe, MI",0.055634513
6171,15957,Strongstown,PA,"Indiana, PA",0.05562817
6172,1040,Holyoke,MA,"Springfield, MA",0.05562783
6173,43227,Columbus,OH,"Columbus, OH",0.05562255
6174,48815,Clarksville,MI,"Grand Rapids-Kentwood, MI",0.055615347
6175,46118,Clayton,IN,"Indianapolis-Carmel-Anderson, IN",0.055614475
6176,60189,Wheaton,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.055612154
6177,99153,Metaline Falls,WA,,0.05560861
6178,20112,Manassas,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.055607647
6179,19320,Coatesville,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.0556076
6180,50452,Latimer,IA,,0.055603508
6181,61756,Maroa,IL,"Decatur, IL",0.05560202
6182,68644,Lindsay,NE,"Columbus, NE",0.05559913
6183,48304,Bloomfield Hills,MI,"Detroit-Warren-Dearborn, MI",0.055597402
6184,52542,Cantril,IA,,0.055597194
6185,93067,Summerland,CA,"Santa Maria-Santa Barbara, CA",0.055596817
6186,24330,Fries,VA,,0.05559638
6187,45841,Jenera,OH,"Findlay, OH",0.05559428
6188,29114,Olanta,SC,"Florence, SC",0.055590987
6189,74363,,OK,"Miami, OK",0.055588998
6190,38927,Enid,MS,,0.05558257
6191,44011,Avon,OH,"Cleveland-Elyria, OH",0.05556871
6192,58854,Watford City,ND,,0.055564877
6193,67758,Sharon Springs,KS,,0.055556696
6194,68073,Yutan,NE,"Omaha-Council Bluffs, NE-IA",0.055556603
6195,54101,Abrams,WI,"Green Bay, WI",0.05555412
6196,44149,Strongsville,OH,"Cleveland-Elyria, OH",0.055553894
6197,31320,Midway,GA,"Hinesville, GA",0.05554762
6198,26719,Fort Ashby,WV,"Cumberland, MD-WV",0.055540588
6199,38915,Bruce,MS,,0.055540446
6200,50063,Dallas Center,IA,"Des Moines-West Des Moines, IA",0.055539075
6201,58042,Harwood,ND,"Fargo, ND-MN",0.055526927
6202,7628,Dumont,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.0555244
6203,1013,Chicopee,MA,"Springfield, MA",0.055523638
6204,48331,Farmington Hills,MI,"Detroit-Warren-Dearborn, MI",0.05551856
6205,67460,McPherson,KS,"McPherson, KS",0.055509236
6206,62711,Springfield,IL,"Springfield, IL",0.0554995
6207,38345,Huron,TN,,0.055498224
6208,39553,Gautier,MS,"Gulfport-Biloxi, MS",0.0554971
6209,44146,Bedford,OH,"Cleveland-Elyria, OH",0.055496614
6210,88325,Alamogordo,NM,"Alamogordo, NM",0.055494595
6211,99567,Chugiak,AK,"Anchorage, AK",0.055494428
6212,13615,Brownville,NY,"Watertown-Fort Drum, NY",0.05549286
6213,46635,South Bend,IN,"South Bend-Mishawaka, IN-MI",0.055489168
6214,54555,Phillips,WI,,0.055485822
6215,46219,Indianapolis,IN,"Indianapolis-Carmel-Anderson, IN",0.05548328
6216,4488,Stetson,ME,"Bangor, ME",0.055478647
6217,46030,Arcadia,IN,"Indianapolis-Carmel-Anderson, IN",0.055473823
6218,24270,Mendota,VA,"Kingsport-Bristol, TN-VA",0.055467967
6219,3257,New London,NH,"Concord, NH",0.055460136
6220,52754,,IA,"Muscatine, IA",0.05546011
6221,44820,Bucyrus,OH,"Bucyrus-Galion, OH",0.05545305
6222,73086,Sulphur,OK,,0.055450317
6223,64701,Harrisonville,MO,"Kansas City, MO-KS",0.05544701
6224,54627,Ettrick,WI,,0.055443678
6225,73562,Randlett,OK,"Lawton, OK",0.055441197
6226,23842,Disputanta,VA,"Richmond, VA",0.055440947
6227,73029,Cyril,OK,,0.055436656
6228,74572,Tupelo,OK,,0.05543562
6229,11955,Moriches,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.055434722
6230,17344,McSherrystown,PA,"Gettysburg, PA",0.055430826
6231,39362,State Line,MS,,0.055428997
6232,22152,Springfield,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.055421766
6233,56175,Tracy,MN,"Marshall, MN",0.055420768
6234,48002,Allenton,MI,"Detroit-Warren-Dearborn, MI",0.055418767
6235,49046,Delton,MI,,0.055418164
6236,12564,Pawling,NY,"Poughkeepsie-Newburgh-Middletown, NY",0.055414204
6237,44125,Garfield Heights,OH,"Cleveland-Elyria, OH",0.055407315
6238,12196,West Sand Lake,NY,"Albany-Schenectady-Troy, NY",0.055405788
6239,54082,Houlton,WI,"Minneapolis-St. Paul-Bloomington, MN-WI",0.05540368
6240,26624,Gassaway,WV,,0.05540252
6241,23072,Hayes,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",0.055402
6242,60047,Forest Lake,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.05539935
6243,35988,Sylvania,AL,"Fort Payne, AL",0.055397168
6244,2766,Norton,MA,"Providence-Warwick, RI-MA",0.05538779
6245,44087,Twinsburg,OH,"Akron, OH",0.05538528
6246,20171,Herndon,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.055372305
6247,15632,Murrysville,PA,"Pittsburgh, PA",0.055370376
6248,63120,Saint Louis,MO,"St. Louis, MO-IL",0.05536777
6249,8079,Salem,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.055367056
6250,4224,Dixfield,ME,,0.05536286
6251,1930,Gloucester,MA,"Boston-Cambridge-Newton, MA-NH",0.055362824
6252,2780,Taunton,MA,"Providence-Warwick, RI-MA",0.055358946
6253,46404,Gary,IN,"Chicago-Naperville-Elgin, IL-IN-WI",0.055354767
6254,51108,Sioux City,IA,"Sioux City, IA-NE-SD",0.0553534
6255,52216,Clarence,IA,,0.055347435
6256,62018,Cottage Hills,IL,"St. Louis, MO-IL",0.055338454
6257,89005,Boulder City,NV,"Las Vegas-Henderson-Paradise, NV",0.05533702
6258,44431,Leetonia,OH,"Salem, OH",0.055335604
6259,1510,Clinton,MA,"Worcester, MA-CT",0.055333275
6260,4921,Brooks,ME,,0.05533164
6261,61801,Urbana,IL,"Champaign-Urbana, IL",0.05533157
6262,18977,Washington Crossing,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.055330977
6263,10705,Yonkers,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.055330053
6264,49793,Trout Lake,MI,"Sault Ste. Marie, MI",0.055326626
6265,52531,Albia,IA,,0.055322234
6266,60033,Harvard,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.055321906
6267,47541,Holland,IN,"Jasper, IN",0.055318475
6268,47942,Earl Park,IN,"Lafayette-West Lafayette, IN",0.055317603
6269,38568,Hilham,TN,"Cookeville, TN",0.05531604
6270,52767,Bettendorf,IA,"Davenport-Moline-Rock Island, IA-IL",0.05531451
6271,44212,Brunswick,OH,"Cleveland-Elyria, OH",0.05531443
6272,50479,Thornton,IA,"Mason City, IA",0.055313416
6273,43410,Clyde,OH,"Fremont, OH",0.055311643
6274,54963,Omro,WI,"Oshkosh-Neenah, WI",0.055310152
6275,15683,Scottdale,PA,"Pittsburgh, PA",0.05530793
6276,53188,Waukesha,WI,"Milwaukee-Waukesha, WI",0.05530628
6277,65567,Stoutland,MO,"Lebanon, MO",0.055305574
6278,50525,Clarion,IA,,0.055305146
6279,60169,Hoffman Estates,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.055305112
6280,53086,Slinger,WI,"Milwaukee-Waukesha, WI",0.05530436
6281,15765,Penn Run,PA,"Indiana, PA",0.05530356
6282,62960,Metropolis,IL,"Paducah, KY-IL",0.05528587
6283,53964,Westfield,WI,,0.055282027
6284,49685,Traverse City,MI,"Traverse City, MI",0.055281874
6285,63390,Wright City,MO,"St. Louis, MO-IL",0.055280544
6286,12566,Pine Bush,NY,"Kingston, NY",0.05528015
6287,48857,Morrice,MI,"Lansing-East Lansing, MI",0.05527646
6288,82701,Newcastle,WY,"Gillette, WY",0.055276062
6289,12153,Sand Lake,NY,"Albany-Schenectady-Troy, NY",0.055275913
6290,56469,Palisade,MN,,0.05527425
6291,51529,Dunlap,IA,"Omaha-Council Bluffs, NE-IA",0.055273905
6292,17266,Walnut Bottom,PA,"Harrisburg-Carlisle, PA",0.05527141
6293,28480,Wrightsville Beach,NC,"Wilmington, NC",0.055269964
6294,55941,Hokah,MN,"La Crosse-Onalaska, WI-MN",0.055267442
6295,10003,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.055264316
6296,11789,Sound Beach,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.055263825
6297,40140,Custer,KY,,0.05526225
6298,67444,,KS,,0.05526071
6299,2048,Mansfield,MA,"Providence-Warwick, RI-MA",0.055256646
6300,50046,Cambridge,IA,"Ames, IA",0.055252764
6301,63084,Union,MO,"St. Louis, MO-IL",0.055251833
6302,54724,Bloomer,WI,"Eau Claire, WI",0.055246256
6303,11370,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.055236015
6304,53521,Brooklyn,WI,"Madison, WI",0.05523281
6305,52537,Bloomfield,IA,,0.055222604
6306,49945,Lake Linden,MI,"Houghton, MI",0.055210985
6307,61876,Sidell,IL,"Danville, IL",0.05520888
6308,60142,Huntley,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.05520841
6309,13665,Natural Bridge,NY,"Watertown-Fort Drum, NY",0.05520771
6310,59865,Saint Ignatius,MT,,0.055205587
6311,72635,Gassville,AR,"Mountain Home, AR",0.055203017
6312,53153,Genesee,WI,"Milwaukee-Waukesha, WI",0.05519875
6313,19047,Langhorne,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.055198297
6314,50471,Rudd,IA,,0.055198282
6315,65301,Sedalia,MO,"Sedalia, MO",0.055197094
6316,25840,Fayetteville,WV,"Beckley, WV",0.05519356
6317,61745,Heyworth,IL,"Bloomington, IL",0.055190697
6318,56359,Onamia,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",0.055190142
6319,43723,Byesville,OH,"Cambridge, OH",0.055186167
6320,40855,Cumberland,KY,,0.05518488
6321,45662,Portsmouth,OH,"Portsmouth, OH",0.055174384
6322,29691,Walhalla,SC,"Seneca, SC",0.055170555
6323,54769,Stockholm,WI,"Minneapolis-St. Paul-Bloomington, MN-WI",0.055165414
6324,8051,Mantua,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.05516444
6325,62935,Galatia,IL,,0.05516099
6326,38666,Sardis,MS,,0.055160824
6327,98077,Woodinville,WA,"Seattle-Tacoma-Bellevue, WA",0.055151448
6328,49034,Climax,MI,"Kalamazoo-Portage, MI",0.05515082
6329,25304,Charleston,WV,"Charleston, WV",0.055150818
6330,41083,Sanders,KY,"Cincinnati, OH-KY-IN",0.055150695
6331,8326,Landisville,NJ,"Atlantic City-Hammonton, NJ",0.05513485
6332,42376,Utica,KY,"Owensboro, KY",0.0551282
6333,70668,Vinton,LA,"Lake Charles, LA",0.05512737
6334,53813,Lancaster,WI,"Platteville, WI",0.05512292
6335,17566,Quarryville,PA,"Lancaster, PA",0.055122625
